index,training_iteration,mean_loss,mean_reward_target_window,epsilon,episode_mean_reward,makespan,cost,deadline_success_rate,budget_success_rate,both_success_rate
31,3100,0.1902872984111309,tensor(0.4186),0.22012549408847562,0.9205788373947144,26048.149479166896,13.012900000000002,0.4168238785067603,0.10397011824864176,1
32,3200,0.18087583929300308,tensor(0.2656),0.20987755281470882,0.8415708541870117,57753.239529272665,7.426400000000002,6.673565902738107,0.376783358701167,0
33,3300,0.19078274689614771,tensor(0.5569),0.20012940953454655,0.9161626100540161,69513.39421806592,136.8972,0.4112830672542834,0.0805751618599176,1
34,3400,0.1827117242664099,tensor(0.6934),0.19085668881220733,0.8533904552459717,87826.46000594758,18.27049999999999,10.43932514358039,0.16195815973761182,0
35,3500,0.1795475834608078,tensor(0.6855),0.1820362040159407,0.899697482585907,85816.45123527899,60.660999999999994,0.5138514883554354,0.06287417081260364,1
36,3600,0.17046099223196506,tensor(0.7427),0.17364589933937066,0.8741195201873779,100524.99586211157,255.91860000000025,0.5934969257248327,0.06753218034716255,1
37,3700,0.17819593913853168,tensor(0.7973),0.16566479465049133,0.8561239242553711,108356.92047270344,34.50339999999999,12.520978142287863,0.8752765093860981,0
38,3800,0.1568410137295723,tensor(0.7831),0.1580729330304087,0.8509178757667542,155131.34806421978,21.621999999999996,3.108388047691988,0.15027800945232136,0
39,3900,0.16442869417369366,tensor(0.6976),0.15085133087064845,0.8703028559684753,155338.39421806595,67.5602,0.938407727922896,0.48322866747729054,1
40,4000,0.1533913303166628,tensor(0.6960),0.1439819304042466,0.8498697280883789,164336.7564745686,264.9207000000001,0.9860140705951084,0.046996253366116396,1
41,4100,0.14587359622120857,tensor(0.6878),0.1374475545519262,0.8462671041488647,22779.43841909695,48.10779999999998,0.41700313472346867,0.11196192515360263,1
42,4200,0.16848463393747806,tensor(0.6762),0.13123186397045208,0.8771781325340271,25229.40103591938,16.1017,3.713570092307058,0.5105168040583387,0
43,4300,0.18507768858224152,tensor(0.4285),0.125319316195762,0.894553542137146,26317.50923694779,7.4923,0.4403654046340093,0.07542077712905174,1
44,4400,0.2325211988389492,tensor(0.7983),0.11969512677871053,0.8331247568130493,30564.61044176707,12.487100000000003,0.6288804867361842,0.8641591695501732,1
45,4500,0.17772402599453926,tensor(0.8238),0.11434523231624569,0.8999102711677551,36362.105165136454,67.5606,0.23731649200703148,0.06895909035234556,1
46,4600,0.19473591390997172,tensor(0.7199),0.10925625528557566,0.8239488005638123,42666.68033514026,31.874700000000004,0.7546256978467929,0.1601663233003367,1
47,4700,0.17480274006724358,tensor(0.7367),0.10441547059339411,0.8527640104293823,44538.836329935126,68.61239999999998,0.27123899002147633,0.2574767337135994,1
48,4800,0.1711327449604869,tensor(0.8388),0.09981077375651838,0.8864505290985107,60646.45400061784,233.11280000000025,0.3631046502482149,0.4586487230944797,1
49,4900,0.17870257556438446,tensor(0.8707),0.09543065063437678,0.8357853293418884,84093.19403393588,79.78569999999999,0.5139480912827098,0.34391870339238756,1
50,5000,0.16197913818061352,tensor(0.8587),0.0912641486376598,0.8537322878837585,92631.88001524429,257.2986000000002,0.5468961778279474,0.07311925067279744,1
51,5100,0.16165737841278316,tensor(0.7262),0.08730084934114159,0.9164087772369385,17189.75341365462,13.932500000000001,0.34443344121303665,0.3228104726598703,1
52,5200,0.16912443820387124,tensor(0.6943),0.08353084243219053,0.8446781635284424,19641.0698908627,57.96589999999996,1.682207673743376,0.3893464535196129,0
53,5300,0.15395447574555873,tensor(0.7257),0.0799447009298253,0.7919650673866272,15588.725627452568,14.7215,0.27571052781132444,0.16027762656505173,1
54,5400,0.19904741510748863,tensor(0.7763),0.07653345761235225,0.8224166035652161,15739.85492451474,21.753700000000006,0.2691918069934203,0.09854450736126844,1
55,5500,0.16150032617151738,tensor(0.7878),0.0732885825946405,0.7988371253013611,19384.3061717158,18.007599999999996,2.27690909207168,0.3015338245144005,0
56,5600,0.1442231062054634,tensor(0.8903),0.07020196199896576,0.8930914998054504,24873.20176425228,11.8953,2.7402477874551234,0.44820271288620955,0
57,5700,0.1357579855620861,tensor(0.8238),0.06726587766609007,0.9124534726142883,27210.99099450182,39.694999999999986,0.47244297589173306,0.11874775637190377,1
58,5800,0.11994955711066722,tensor(0.8334),0.06447298785584316,0.8730714321136475,35338.5707165109,68.08709999999999,0.21040560754522694,0.11680951809089192,1
59,5900,0.12040627520531416,tensor(0.8160),0.06181630888894806,0.8680844306945801,51248.05498918751,235.6101000000002,0.3116015577458059,0.045730087593819364,1
60,6000,0.10830302674323321,tensor(0.8611),0.05928919768418531,0.9042474031448364,129183.40797649059,245.33540000000033,0.7821060217698632,0.045505458754224425,1
61,6100,0.11842100169509649,tensor(0.7823),0.0568853351472295,0.8317441344261169,11199.265784328234,3.3517000000000006,1.6472996905709787,0.35430232558139535,0
62,6200,0.11974640186876058,tensor(0.8551),0.05459871036962222,0.890220582485199,10216.3085164949,11.5012,0.1753863071738473,0.0969338390223346,1
63,6300,0.12030482474714517,tensor(0.7711),0.05242360559836979,0.8722103834152222,13544.956558946065,19.453600000000005,0.25152949847783895,0.2488309030442569,1
64,6400,0.08997902482748031,tensor(0.8231),0.05035458193858255,0.8552191853523254,12922.329317269077,53.957099999999976,0.21928113387396658,0.23545601326584037,1
65,6500,0.0915301537886262,tensor(0.7371),0.04838646575340479,0.8690273761749268,11967.301778724068,11.829900000000004,1.3041817088658654,0.19808941728064308,0
66,6600,0.09000726297497749,tensor(0.7514),0.046514335727227595,0.8983529210090637,24811.10040160642,9.2011,3.7443765763649046,0.2244170731707317,0
67,6700,0.13265130285173654,tensor(0.7353),0.04473351055983658,0.8954916000366211,34116.569230769215,61.18679999999995,2.7633926429639977,0.41098065556152574,0
68,6800,0.14689487654715777,tensor(0.7488),0.04303953726072282,0.8480400443077087,42443.187347232204,115.27509999999997,0.26847164666036105,0.09752464023147009,1
69,6900,0.10662080924957991,tensor(0.7496),0.04142818001428726,0.8621990084648132,53868.444236760115,124.34419999999999,0.3302024041461926,0.23103286821129296,1
70,7000,0.09865903291851282,tensor(0.8863),0.039895409588095315,0.8649192452430725,70469.85449317037,281.81300000000016,0.42293564572942066,0.06769875683142157,1
71,7100,0.11953535962849855,tensor(0.8654),0.03843739325769703,0.8641757965087891,4751.2307692307695,34.043800000000005,0.5416316524185021,0.3206536686446266,1
72,7200,0.10673271529376507,tensor(0.8113),0.03705048522281963,0.8670434355735779,12893.368674698793,13.7356,0.21252447018666432,0.10288838951310861,1
73,7300,0.08727688442915678,tensor(0.7784),0.0357312174909678,0.8109874129295349,12949.270042838603,8.2809,0.21319236341153688,0.1628495575221239,1
74,7400,0.10977164592593908,tensor(0.8244),0.034476291205635994,0.8940884470939636,15383.283683114929,28.392000000000003,1.840077090082921,0.332420091324201,0
75,7500,0.09477793924510479,tensor(0.8194),0.03328256839744902,0.840496301651001,14008.147663551405,25.434399999999993,0.24967156386272849,0.08489735972495742,1
76,7600,0.09637882072478533,tensor(0.5766),0.03214706413760394,0.9060141444206238,18438.293457943928,9.464000000000002,0.31178007828270937,0.6373063973063975,1
77,7700,0.1031661132723093,tensor(0.7734),0.031066939073993396,0.872050940990448,26005.10469430883,20.3081,0.5015590543978448,0.08912925170068027,1
78,7800,0.11964390709996224,tensor(0.8153),0.030039492331346347,0.8626714944839478,29863.14859437751,126.31509999999996,0.17863148253330108,0.12980023634588703,1
79,7900,0.11839770920574665,tensor(0.8631),0.029062154757633053,0.895241379737854,41889.90083872514,246.7849000000003,0.24770632119008792,0.052834776316240256,1
80,8000,0.10419226098805666,tensor(0.6987),0.028132482499846838,0.8173584938049316,53542.58176102695,245.9957000000004,0.3167946106156989,0.10727227137742637,1
81,8100,0.11684751410037279,tensor(0.7897),0.02724815089309858,0.8181600570678711,10254.775700934579,11.041300000000001,1.5895205140106516,0.8755987311657416,0
82,8200,0.09868889607489109,tensor(0.8418),0.026406948647743643,0.8722304105758667,12308.445632468662,38.51269999999999,0.8714406522448032,0.9393341463414632,1
83,8300,0.12811628080904483,tensor(0.8383),0.025606772320005942,0.8390823006629944,16111.39864071671,48.173599999999986,0.27837250092466087,0.16702586505790162,1
84,8400,0.12685526616871357,tensor(0.8936),0.024845621052272927,0.8539016246795654,18496.735154565064,12.0928,0.3208032380581607,0.129890440386681,1
85,8500,0.09919545937329531,tensor(0.9215),0.024121591569909263,0.8092104196548462,22427.72767792955,28.720100000000002,0.35672821598780785,0.21169086754625197,1
86,8600,0.09014367878437042,tensor(0.8366),0.023432873422078924,0.899931788444519,25323.985046728976,63.881199999999986,0.15704122990026706,0.11962547517836743,1
87,8700,0.08289406031370163,tensor(0.7982),0.022777744454675064,0.9331498742103577,24316.015450443043,38.64419999999999,0.45056917676755626,0.15710301650540692,1
88,8800,0.08510914485901594,tensor(0.7429),0.02215456650403775,0.8672928214073181,30996.610194624653,68.74429999999998,0.19755915229840057,0.050569589524790334,1
89,8900,0.11339695863425732,tensor(0.7911),0.021561781300691488,0.8353912830352783,62200.43861600246,247.90110000000033,0.3724087233314423,0.051342074633109865,1
90,9000,0.1506590623781085,tensor(0.8011),0.02099790657285988,0.8454184532165527,62011.02941781048,242.57710000000029,0.3770432530188222,0.10462719269869626,1
91,9100,0.11787276849150657,tensor(0.7908),0.02046153234001413,0.8538365364074707,7382.723604699171,43.17889999999999,0.632311496774874,0.35447746490435916,1
92,9200,0.1103591887652874,tensor(0.8417),0.01995131738718724,0.8594430088996887,10215.824184155746,17.6135,1.5305706154383754,0.2939502670226969,0
93,9300,0.1240843177586794,tensor(0.7766),0.01946598591123807,0.8113345503807068,7229.690111764994,0.0,1.1108671606777647,0.0,0
94,9400,0.10340842824429274,tensor(0.8217),0.019004324330678855,0.8513641357421875,8991.131938294378,19.453400000000002,1.054806913487907,0.17417315784761395,0
95,9500,0.08413073413074017,tensor(0.8591),0.01856517825108943,0.834966242313385,16984.615105568933,33.7144,0.2863073722248573,0.24612644181632357,1
96,9600,0.08673645943403244,tensor(0.8778),0.01814744957852983,0.8285170197486877,20507.6358974359,14.655700000000001,0.32385229839150975,0.1309831084100456,1
97,9700,0.09612748492509127,tensor(0.8976),0.01775009377373351,0.877466082572937,23258.6358974359,18.730499999999996,0.4106735458361493,0.054867010369676006,1
98,9800,0.08937891058623791,tensor(0.8762),0.017372117240215094,0.8755233287811279,29983.182473098725,59.08259999999995,0.5087895601812905,0.1085558372836511,1
99,9900,0.09984999757260084,tensor(0.9252),0.017012574839761596,0.7911046147346497,42312.78974358974,71.57050000000001,0.2519300597738622,0.08185660040716428,1
100,10000,0.08442278772592544,tensor(0.8504),0.016670567529094613,0.911162257194519,51361.975190647674,141.3009,0.30778709880315613,0.14244042338709678,1
101,10100,0.10328822057694197,tensor(0.8458),0.01634524011179382,0.9035922288894653,2370.265435760747,34.175000000000004,0.2635766161176006,0.30294300150695863,1
102,10200,0.08712425529956817,tensor(0.8221),0.016035779099860478,0.8259671926498413,1920.5642234348084,8.4124,0.2898426742559206,0.2223150105708245,1
103,10300,0.07225082028657198,tensor(0.7738),0.01574141067957372,0.8579610586166382,3991.2595058709903,3.1545000000000005,0.4436034020947245,0.03961446690945625,1
104,10400,0.1021804154291749,tensor(0.8160),0.015461398776553163,0.8386837244033813,2443.44849866792,2.6289,0.35622677387001783,0.13894820295983085,1
105,10500,0.09883012909442186,tensor(0.8856),0.015195043215189571,0.8655859231948853,4242.336272089528,20.767800000000005,0.4976954692524987,0.1859414450711792,1
106,10600,0.09371109418570996,tensor(0.8633),0.014941677967841115,0.8516501188278198,3954.4063941607346,17.350200000000005,0.32045874166505817,0.09112500000000003,1
107,10700,0.08317806225270033,tensor(0.8730),0.014700669489417359,0.8740202784538269,5989.168997858618,26.8144,0.4287907424091087,0.10327132678605816,1
108,10800,0.07430084973573685,tensor(0.9344),0.01447141513318654,0.8592268228530884,17984.238259520655,66.77309999999999,0.10800308378542103,0.0481469650865985,1
109,10900,0.07311316706240177,tensor(0.9063),0.014253341643844817,0.8148667216300964,24562.346182429214,60.2006,0.1603056205080564,0.4915939898742447,1
110,11000,0.0597295094281435,tensor(0.8677),0.014045903724079427,0.8612968921661377,26963.134507259805,67.29889999999999,0.1642039616254388,0.05050953167217051,1
111,11100,0.0645293645001948,tensor(0.9095),0.01384858267104137,0.9003438949584961,2601.9049000160426,12.355699999999999,0.4038030418275848,0.5595878623188406,1
112,11200,0.052919305097311735,tensor(0.9088),0.0136608850793181,0.863287627696991,3885.512739858518,49.422499999999985,0.2781808115549378,0.2583237507840267,1
113,11300,0.066244644112885,tensor(0.8444),0.013482341607163007,0.8583418130874634,3901.227247451344,13.275600000000003,0.43359688258015056,0.14290204520990313,1
114,11400,0.15128062680363655,tensor(0.8026),0.01331250580289656,0.8861033916473389,14298.031664629229,32.53180000000001,0.23712702561522167,0.1891383720930233,1
115,11500,0.1381117520481348,tensor(0.8211),0.01315095298854457,0.8564671277999878,22239.948750228505,3.746,0.36762123470816116,0.2375396322130628,1
116,11600,0.0907027886249125,tensor(0.8891),0.012997279197922058,0.8899954557418823,25106.72337317084,66.37819999999998,0.15344348260570184,0.28612526402000077,1
117,11700,0.08679301489144564,tensor(0.9389),0.012851100166507357,0.8772537112236023,25689.34083969621,7.623700000000001,3.9472570299848977,0.4834305643627141,0
118,11800,0.07857538111507893,tensor(0.8679),0.012712050370580685,0.8137868642807007,36714.36949724517,50.21119999999999,0.23961553754291517,0.051250561384885464,1
119,11900,0.11230993513017892,tensor(0.9263),0.012579782113224414,0.8591967821121216,47154.38491163237,284.77030000000013,0.2819948410305924,0.05445501065119537,1
120,12000,0.0942233313806355,tensor(0.9192),0.012453964654899695,0.8818451762199402,123346.69286549505,124.60639999999995,0.7560896755929428,0.07123622227303908,1
121,12100,0.07944581896066666,tensor(0.8978),0.01233428338642533,0.8550148010253906,3798.489719626168,31.283500000000007,0.4543577336268896,0.36627444093197525,1
122,12200,0.12554381258785724,tensor(0.9127),0.012220439042290943,0.8599600195884705,1705.54953271028,5.2576,0.2504650882968839,0.11115433403805497,1
123,12300,0.07289423868060112,tensor(0.9134),0.012112146952337331,0.856131911277771,5916.876310027044,62.82969999999995,0.4403469793907831,0.23099154411764689,1
124,12400,0.06062327191233635,tensor(0.8110),0.012009136329932777,0.8915736675262451,8580.433022384294,42.85049999999997,0.6383965762231071,0.26256433823529396,1
125,12500,0.0775574073381722,tensor(0.8805),0.011911149594865432,0.8175632357597351,11989.296290362967,7.229400000000001,0.2226409268935936,0.048666442275328174,1
126,12600,0.10154456285759807,tensor(0.9342),0.011817941729258619,0.8036579489707947,18017.074295041133,45.47909999999999,0.11758804526061262,0.0371364063201731,1
127,12700,0.10285074299201369,tensor(0.8827),0.011729279664898506,0.8427077531814575,29774.270488428076,57.9664,0.18463871496756898,0.05108206949425875,1
128,12800,0.08299903294071555,tensor(0.7646),0.011644941700442194,0.8273695707321167,36396.47703770209,120.40069999999993,0.22137636461602286,0.1682043867001955,1
129,12900,0.08210991630330682,tensor(0.8329),0.011564716947048855,0.8478187322616577,34389.490399560746,254.6701000000003,0.2063355888359017,0.3011851317470083,1
130,13000,0.08485925354063512,tensor(0.8694),0.011488404801047796,0.8214178681373596,41325.23993227102,255.9843000000004,0.2443673284243589,0.06654819840898465,1
131,13100,0.09296624343842268,tensor(0.9108),0.011415814442324796,0.8437881469726562,2439.543211319219,13.6701,0.3588323426312659,0.48168076109936575,1
132,13200,0.097021319065243,tensor(0.7148),0.011346764357172414,0.8952978253364563,2252.193937300065,13.6701,0.3321423159327669,0.27090963139120094,1
133,13300,0.08581396386027336,tensor(0.7880),0.01128108188441119,0.8502244353294373,6101.710040160642,13.407200000000003,0.9457830733924477,0.4250856055802157,1
134,13400,0.09528935521841049,tensor(0.8342),0.011218602783646746,0.7014983892440796,10033.610354370216,13.341299999999999,0.19658774287131559,0.22265186915887847,1
135,13500,0.11923117909580469,tensor(0.8304),0.011159170824583262,0.8403664827346802,10947.813669631802,21.556600000000007,0.18793152278162273,0.08041707080504368,1
136,13600,0.08315830782055855,tensor(0.8293),0.011102637396366355,0.8616816401481628,8683.375191362366,69.20479999999995,0.7033408007000191,0.3195788501500806,1
137,13700,0.0959907329827547,tensor(0.8229),0.011048861135978534,0.857657253742218,10123.94189605201,14.524300000000002,0.1762453824724669,0.12447977374014399,1
138,13800,0.08409615483134986,tensor(0.8429),0.010997707574758025,0.8882254958152771,16678.2281124498,31.743400000000005,0.2944844705169917,0.5578804920913885,1
139,13900,0.09078532509505749,tensor(0.9132),0.01094904880215708,0.8279931545257568,39744.18422072207,126.44789999999993,0.23796977599499436,0.06971243487609226,1
140,14000,0.09891207916662097,tensor(0.9010),0.010902763145898971,0.7814236879348755,40998.07120850065,65.7872,0.25035568183608903,0.07456414557571774,1
141,14100,0.08308901716023684,tensor(0.8018),0.010858734867733933,0.8865528106689453,4895.631752603512,33.386500000000005,0.35049963935080464,0.20358863345325937,1
142,14200,0.08181891672313213,tensor(0.8001),0.010816853874033245,0.8565207123756409,5931.931272465856,6.3092,0.1132057242543375,0.07145186862967157,1
143,14300,0.09214864127337932,tensor(0.8521),0.010777015440497823,0.7986395955085754,10224.921285140565,5.652,0.20487814686020198,0.39277275886031965,1
144,14400,0.06891755901277065,tensor(0.7940),0.010739119950292912,0.8050254583358765,11039.330841121497,35.94950000000001,0.20368152391652936,0.1792813684420507,1
145,14500,0.056574775725603106,tensor(0.7171),0.010703072644954124,0.8077686429023743,13533.734839247183,18.073400000000003,0.22589861035159992,0.06421303204718257,1
146,14600,0.09874240759760142,tensor(0.8518),0.010668783387441906,0.8222382068634033,18652.89158878505,44.03319999999999,1.517036697551813,0.2502739570308059,0
147,14700,0.08824961401522159,tensor(0.8705),0.010636166436752002,0.7745485901832581,26507.60734498021,58.886399999999995,0.16505204306597246,0.0549739070362314,1
148,14800,0.05855378020554781,tensor(0.8110),0.010605140233518277,0.8494783043861389,38254.26043100094,64.14399999999999,0.2321520895396815,0.08899865414232791,1
149,14900,0.09941443327814341,tensor(0.8156),0.01057562719607182,0.8483783006668091,41469.61738889418,144.716,0.25804212720576364,0.3316283972684358,1
150,15000,0.08893807116895915,tensor(0.8215),0.010547553526446355,0.8984159231185913,84522.05373775472,137.6199,0.5046918948627573,0.5069433086528897,1
151,15100,0.1056578202918172,tensor(0.7961),0.010520849025844903,0.7691012024879456,4060.7283904850165,14.1958,0.46045068340679374,0.35658879678472744,1
152,15200,0.11236815802752971,tensor(0.9207),0.010495446919106205,0.8458222150802612,6447.536978683967,15.2474,0.9812318294232365,0.26862931642001414,1
153,15300,0.09175229877233505,tensor(0.9266),0.010471283687732046,0.850117564201355,3800.9000339666563,17.8763,0.4309884458910624,0.14966761553918287,1
154,15400,0.07752161893993616,tensor(0.8975),0.010448298911057929,0.7802462577819824,5097.001173926477,47.31939999999999,0.3700746519561223,0.21746047794117643,1
155,15500,0.16424112644046546,tensor(0.7942),0.01042643511516993,0.8577117323875427,7096.015635799849,47.187899999999985,0.11378497502540513,0.09580326870368487,1
156,15600,0.13414486825466157,tensor(0.8149),0.010405637629189989,0.8904848098754883,7733.208835341366,28.588700000000006,0.13426560598616694,0.11403095209604724,1
157,15700,0.10861171239987016,tensor(0.8395),0.010385854448570228,0.8218269944190979,10360.36773350485,5.914900000000001,0.16360876111986616,0.13745991168951896,1
158,15800,0.07823984902352095,tensor(0.9182),0.010367036105054498,0.8210783004760742,11134.837222676491,39.695899999999995,0.20088722227953032,0.20501962607168678,1
159,15900,0.12148248931393027,tensor(0.8880),0.010349135542981974,0.8917983174324036,29905.52537742632,69.4018,0.18620949066684564,0.07404596278593376,1
160,16000,0.11013964485377073,tensor(0.8849),0.010332108001623487,0.8662901520729065,33360.64585993146,69.40179999999998,0.20388856031263444,0.05609314129608973,1
161,16100,0.09792348138988018,tensor(0.8927),0.010315910903256391,0.8326507210731506,10507.975530485513,11.435200000000002,0.17320546621250146,0.08565692883895132,1
162,16200,0.11573993936181068,tensor(0.9056),0.01030050374669808,0.8787983655929565,8325.26264587735,9.7268,1.2730518556729453,0.17136715997181115,0
163,16300,0.10190307609736919,tensor(0.9125),0.010285848006031922,0.8286494612693787,11567.836746565463,26.814500000000006,1.2744132963201968,0.40407625075346604,0
164,16400,0.11280941493809223,tensor(0.8784),0.010271907034272422,0.8628050088882446,15763.584851555759,23.397100000000002,0.25405140553170663,0.13131159501627568,1
165,16500,0.10674448728561402,tensor(0.8557),0.010258645971728651,0.7631073594093323,17079.099703486845,30.4289,0.2898180549788521,0.5311380694711119,1
166,16600,0.09625165726989508,tensor(0.7399),0.010246031658836873,0.8795958161354065,18005.143925233646,41.01009999999999,0.3055322518528401,0.11930557979868502,1
167,16700,0.08514161232858897,tensor(0.7976),0.010234032553244354,0.8928235769271851,22236.487565214124,73.6081,0.1438960267565554,0.15660631462490957,1
168,16800,0.08176578007638455,tensor(0.9035),0.01022261865093706,0.7978918552398682,36649.769416126044,274.9779000000004,0.21990510369731534,0.07685755891954753,1
169,16900,0.08045959571376443,tensor(0.9117),0.010211761411213984,0.8327493667602539,34904.24686154078,52.31429999999999,0.2278018113558033,0.04746438875682737,1
170,17000,0.09191196329891682,tensor(0.8772),0.010201433685320538,0.8888577818870544,38423.591529925805,259.86220000000026,0.23054835035589033,0.048421768555371746,1
171,17100,0.08305051263421774,tensor(0.9386),0.010191609648562514,0.871107816696167,4034.5738621757,16.824500000000004,0.4739069754700162,0.6339299171062549,1
172,17200,0.09415282342582941,tensor(0.9404),0.010182264735730903,0.7537020444869995,3450.408700594796,1.0515,0.3801269694683806,0.0792388847023361,1
173,17300,0.09373230239376426,tensor(0.9221),0.010173375579676082,0.8439059257507324,2974.7127246585187,21.556500000000003,0.3437372790085681,0.2050656392694064,1
174,17400,0.09128454253077507,tensor(0.8648),0.010164919952877757,0.8109997510910034,8589.412457579323,53.10289999999997,0.7429349284242063,0.3923666321856064,1
175,17500,0.05757566252723336,tensor(0.9004),0.010156876711864594,0.7229891419410706,7271.991164658635,11.238299999999999,1.0840450738884702,0.2227170035671819,0
176,17600,0.06425348121672869,tensor(0.9002),0.010149225744344521,0.8445690870285034,10633.522467646551,0.6571,0.2077835871663653,0.031156946420104317,1
177,17700,0.048071356937289235,tensor(0.9586),0.01014194791891353,0.8148356676101685,23929.88583752696,130.65419999999995,0.14555010714088143,0.057040287091366285,1
178,17800,0.06831786602735519,tensor(0.9358),0.010135025037217192,0.9234907031059265,22347.115520024025,70.97940000000001,0.1364631841979297,0.052292243767313035,1
179,17900,0.09463290184736252,tensor(0.7860),0.010128439788445296,0.8049874901771545,28981.2951255778,67.82459999999999,0.1725544323018048,0.1329815893182754,1
180,18000,0.1158529176004231,tensor(0.7646),0.010122175706045813,0.8307467699050903,31804.56196432025,254.60410000000033,0.19201430436808672,0.12889584715001004,1
181,18100,0.0922266748547554,tensor(0.7978),0.010116217126549927,0.8460307121276855,5512.128571018259,53.36529999999997,0.44830053742907094,0.7886109058667056,1
182,18200,0.09423317350447177,tensor(0.7903),0.010110549150405214,0.853780210018158,6193.205229435692,7.1634,0.7293537465654137,0.539819140919367,1
