x,raw_reward,cleaned_reward,smoothed_reward
33.0,0.8269668890718828,0.8269668890718828,0.8356735313111654
34.0,0.847745703127151,0.847745703127151,0.8394833670710713
35.0,0.8738745655631062,0.8738745655631062,0.8424197761552449
36.0,0.874081411905456,0.874081411905456,0.8435172967196929
37.0,0.8718669710302711,0.8718669710302711,0.8444992888036726
38.0,0.8528462215175008,0.8528462215175008,0.8473800974591041
39.0,0.8321541263943627,0.8321541263943627,0.8482494596297208
40.0,0.8504691751379716,0.8504691751379716,0.8487333293021186
41.0,0.8729016446230703,0.8729016446230703,0.8489916631847078
42.0,0.8556390380799622,0.8556390380799622,0.8492228040270243
43.0,0.8339412275113558,0.8339412275113558,0.8498981970852284
44.0,0.8511875011867149,0.8511875011867149,0.8523196126155275
45.0,0.8730283016549016,0.8730283016549016,0.8544994746196721
46.0,0.8994445330218266,0.8994445330218266,0.8571912825883613
47.0,0.9264294620145832,0.9264294620145832,0.8595997423498201
48.0,0.906327271371856,0.906327271371856,0.8617546800311252
49.0,0.8800716503222187,0.8800716503222187,0.8636827821670299
50.0,0.8713940925765457,0.8713940925765457,0.8644944990522421
51.0,0.8651272406554162,0.8651272406554162,0.8645611034315235
52.0,0.8480939569329857,0.8480939569329857,0.8628277195895722
53.0,0.8295137720896786,0.8295137720896786,0.8598108085360069
54.0,0.8280124455167536,0.8280124455167536,0.8571114670670275
55.0,0.8290778837705913,0.8290778837705913,0.854696266805309
56.0,0.8341670645807022,0.8341670645807022,0.8525352981500872
57.0,0.8398878793967397,0.8398878793967397,0.8512039909128927
58.0,0.8483646767480032,0.8483646767480032,0.8509051157376412
59.0,0.8572927460933388,0.8572927460933388,0.8515774978803462
60.0,0.8850034774096687,0.8850034774096687,0.852179102955398
61.0,0.9159183098857564,0.9159183098857564,0.8543684509905043
62.0,0.8871143031538581,0.8871143031538581,0.8575931906135742
63.0,0.8477093190477607,0.8477093190477607,0.8607006761441304
64.0,0.8729779092889081,0.8729779092889081,0.863481057934628
65.0,0.9101803138441311,0.9101803138441311,0.8644807264982365
66.0,0.8898895527784687,0.8898895527784687,0.8653751667919913
67.0,0.8585821372225771,0.8585821372225771,0.8678746365732907
68.0,0.8726560355427868,0.8726560355427868,0.870111004272348
69.0,0.8957515203564387,0.8957515203564387,0.8707691302541566
70.0,0.8891201297143349,0.8891201297143349,0.8709677518634861
71.0,0.8763632010995297,0.8763632010995297,0.8711454659349913
72.0,0.866722834140137,0.866722834140137,0.8706799257460593
73.0,0.8577475870462289,0.8577475870462289,0.8694281934814336
74.0,0.8539971425419762,0.8539971425419762,0.8683082225078211
75.0,0.8514006421679542,0.8514006421679542,0.8673061432156415
76.0,0.8587884692321146,0.8587884692321146,0.8662999794083348
77.0,0.8684566673778352,0.8684566673778352,0.8650049439487182
78.0,0.8620579096308926,0.8620579096308926,0.8636219973345639
79.0,0.8518669511142529,0.8518669511142529,0.8630917905365548
80.0,0.848425066859501,0.848425066859501,0.8626173949804414
81.0,0.8466282694560843,0.8466282694560843,0.8621929357986557
82.0,0.8585850327534783,0.8585850327534783,0.8618131565307423
83.0,0.8740018113215166,0.8740018113215166,0.8627151732992615
84.0,0.8840586205472922,0.8840586205472922,0.8635222409342523
85.0,0.8927245516526071,0.8927245516526071,0.8642443540813494
86.0,0.8703823158316744,0.8703823158316744,0.8652714548434722
87.0,0.8397449015973506,0.8397449015973506,0.8658114521445612
88.0,0.8592363864855656,0.8592363864855656,0.8662925956905732
89.0,0.8925454525421734,0.8925454525421734,0.8655498368268881
90.0,0.8704014292038177,0.8704014292038177,0.8638542704408121
91.0,0.8325158837146329,0.8325158837146329,0.8633681773928914
92.0,0.8350704605119269,0.8350704605119269,0.8636116742238995
93.0,0.8494419561591663,0.8494419561591663,0.8638295398095384
94.0,0.8656813972874691,0.8656813972874691,0.8623150573200254
95.0,0.8824824429394904,0.8824824429394904,0.860959994039935
96.0,0.8671495006197976,0.8671495006197976,0.8599671815548101
97.0,0.8418803909667455,0.8418803909667455,0.8605686779477215
98.0,0.842577286083298,0.842577286083298,0.8612613961237295
99.0,0.8515282754312481,0.8515282754312481,0.8618811965969999
100.0,0.877294877866157,0.877294877866157,0.8610354641355248
101.0,0.9085545805761387,0.9085545805761387,0.8602787561436787
102.0,0.889622157080132,0.889622157080132,0.8596017016246584
103.0,0.8538467382129871,0.8538467382129871,0.8589959160023772
104.0,0.8251254361374937,0.8251254361374937,0.8554306023323895
105.0,0.7988349445780417,0.7988349445780417,0.8515296613152237
106.0,0.8031840543997915,0.8031840543997915,0.8475569099977784
107.0,0.8183716626693133,0.8183716626693133,0.844002343029538
108.0,0.8137885237994947,0.8137885237994947,0.840821941005323
109.0,0.8020283328859431,0.8020283328859431,0.8384587538120589
110.0,0.8330899681662556,0.8330899681662556,0.8378936184809217
111.0,0.8800990421670417,0.8800990421670417,0.8423362946584081
112.0,0.9000792794657829,0.9000792794657829,0.8463113207119484
113.0,0.9097360027463812,0.9097360027463812,0.8498679229703792
114.0,0.8983391072218282,0.8983391072218282,0.8530501460437121
115.0,0.8786974378994534,0.8786974378994534,0.8559779019311102
116.0,0.8712966095534781,0.8712966095534781,0.858597472988256
117.0,0.8688093582191563,0.8688093582191563,0.8607248610668352
118.0,0.8808638269739938,0.8808638269739938,0.8626167112597424
119.0,0.8988999961910391,0.8988999961910391,0.8635303847643461
120.0,0.8788076597347597,0.8788076597347597,0.865138518971758
121.0,0.8426468816018643,0.8426468816018643,0.8667938145509407
122.0,0.8521156288627393,0.8521156288627393,0.8680584298334479
123.0,0.8812805741353139,0.8812805741353139,0.868790064663013
124.0,0.8839914910775378,0.8839914910775378,0.8685359855303167
125.0,0.8750089607143164,0.8750089607143164,0.8683086515694831
126.0,0.866376312902398,0.866376312902398,0.8681511649331358
127.0,0.8579020060990987,0.8579020060990987,0.8680102558374567
128.0,0.8599257366101545,0.8599257366101545,0.8678841792781649
129.0,0.8668125285241838,0.8668125285241838,0.8677713739356405
130.0,0.8789495529985067,0.8789495529985067,0.8689480243633106
131.0,0.8935755766125251,0.8935755766125251,0.8700771180928201
132.0,0.8973919761210755,0.8973919761210755,0.8710873598508022
133.0,0.8959649012501079,0.8959649012501079,0.871991260371102
134.0,0.8796744147936505,0.8796744147936505,0.8728000134682123
135.0,0.8560081000316113,0.8560081000316113,0.8717781298174
136.0,0.8527242129010366,0.8527242129010366,0.8708638128666731
137.0,0.8597859519167351,0.8597859519167351,0.8700457398054965
138.0,0.8630921187854949,0.8630921187854949,0.8693137796981278
139.0,0.8644488283566066,0.8644488283566066,0.8687866687942507
140.0,0.8646770188384187,0.8646770188384187,0.8683300540113408
141.0,0.8643062261112949,0.8643062261112949,0.8679215039424214
142.0,0.8651029279357508,0.8651029279357508,0.8675559591439146
143.0,0.8665331539354826,0.8665331539354826,0.8672138819825862
144.0,0.8490605511163415,0.8490605511163415,0.8669078129435028
145.0,0.8211027854367308,0.8211027854367308,0.8667178250479499
146.0,0.8374381180395161,0.8374381180395161,0.8650039168372644
147.0,0.8788844984874383,0.8788844984874383,0.8634704200171773
148.0,0.8771646116909231,0.8771646116909231,0.8632126854486767
149.0,0.8504356970464377,0.8504356970464377,0.8646813092636499
150.0,0.8610219416164219,0.8610219416164219,0.8661380264565495
151.0,0.8936987604413709,0.8936987604413709,0.8672987196391151
152.0,0.8954591639059828,0.8954591639059828,0.8674945946948814
153.0,0.8785201225961957,0.8785201225961957,0.8680351853865617
154.0,0.8691595326688953,0.8691595326688953,0.8691388629875758
155.0,0.8644815631080093,0.8644815631080093,0.8695063728063408
156.0,0.8726302062658439,0.8726302062658439,0.8697291504261246
157.0,0.8888743345002483,0.8888743345002483,0.8696691906622057
158.0,0.8716227601942866,0.8716227601942866,0.8691231246038693
159.0,0.8327789148292448,0.8327789148292448,0.8654560907351417
160.0,0.8175995654629585,0.8175995654629585,0.8621750604315433
161.0,0.8179993426291865,0.8179993426291865,0.85923940173885
162.0,0.8342863028509572,0.8342863028509572,0.8566127597506508
163.0,0.8612537222697322,0.8612537222697322,0.8552248710114247
164.0,0.8624272101505059,0.8624272101505059,0.8542427471343194
165.0,0.8458946941789233,0.8458946941789233,0.8533640047179618
166.0,0.8434278167280039,0.8434278167280039,0.8525777615033262
167.0,0.8508189081548151,0.8508189081548151,0.8516146094217133
168.0,0.8409086928929307,0.8409086928929307,0.8507528417697439
169.0,0.8186190943968926,0.8186190943968926,0.8499817865021922
170.0,0.8353581825892129,0.8353581825892129,0.8500699045708894
171.0,0.880605181058248,0.880605181058248,0.8532841442011376
172.0,0.9094226700919013,0.9094226700919013,0.8562703005918857
173.0,0.9259900863009286,0.9259900863009286,0.8589421247309761
174.0,0.9144986286796722,0.9144986286796722,0.8613327042238464
175.0,0.8816526299132447,0.8816526299132447,0.8634716437700989
176.0,0.8583380036186755,0.8583380036186755,0.8629312605962648
177.0,0.8424272112977834,0.8424272112977834,0.861332099273615
178.0,0.8381807965443547,0.8381807965443547,0.8599012707217705
179.0,0.8431818162588248,0.8431818162588248,0.858621055701699
180.0,0.8477392280310915,0.8477392280310915,0.8574756001574245
181.0,0.8519377206501207,0.8519377206501207,0.8564507188809685
182.0,0.85536812914344,0.85536812914344,0.8555337198441393
183.0,0.8581643397347969,0.8581643397347969,0.8547132470217133
184.0,0.8464211705035735,0.8464211705035735,0.853840396861909
185.0,0.8224272275329532,0.8224272275329532,0.8530594256662948
186.0,0.8220693013423065,0.8220693013423065,0.8518988473472507
187.0,0.842033931635376,0.842033931635376,0.850523116592415
188.0,0.8470078031520796,0.8470078031520796,0.848706902054326
189.0,0.8388294051763111,0.8388294051763111,0.8476671655408508
190.0,0.83326907848057,0.83326907848057,0.8469943768223833
191.0,0.8300525489307585,0.8300525489307585,0.8463924079690177
192.0,0.8412756727154094,0.8412756727154094,0.8458538042581116
193.0,0.865688864449809,0.865688864449809,0.8467052569561575
194.0,0.8769645696893372,0.8769645696893372,0.8474670830544091
195.0,0.8759956273219938,0.8759956273219938,0.8481487169317921
196.0,0.853942604889548,0.853942604889548,0.849995048249478
197.0,0.8118390357285221,0.8118390357285221,0.8527319513097428
198.0,0.8214951457833881,0.8214951457833881,0.8551807593110323
199.0,0.8813735188398147,0.8813735188398147,0.8579378918930094
200.0,0.9092650069927513,0.9092650069927513,0.8604047999926732
201.0,0.9054894790912331,0.9054894790912331,0.8626120335555302
202.0,0.8843318815518143,0.8843318815518143,0.8645869267433496
203.0,0.8456166379135064,0.8456166379135064,0.8633961543383255
204.0,0.8338253351680017,0.8338253351680017,0.8619631039435052
205.0,0.8497821755875321,0.8497821755875321,0.8602424233087684
206.0,0.8532745888956208,0.8532745888956208,0.8587028669513724
207.0,0.8436600788494102,0.8436600788494102,0.8577638468078103
208.0,0.8451564338870513,0.8451564338870513,0.8572912933433692
209.0,0.8585738212542426,0.8585738212542426,0.8570835188615957
210.0,0.8622678745360604,0.8622678745360604,0.857066336007452
211.0,0.8553174357665213,0.8553174357665213,0.8572250186650089
212.0,0.8569202817472299,0.8569202817472299,0.8577558455988038
213.0,0.8680773287787473,0.8680773287787473,0.8582307960132519
214.0,0.8705721797799707,0.8705721797799707,0.8580928471431443
215.0,0.8631939901445146,0.8631939901445146,0.8579694192067322
216.0,0.848998428586133,0.848998428586133,0.8570251044045638
217.0,0.8268739670739144,0.8268739670739144,0.8561801911605185
218.0,0.8254560587698949,0.8254560587698949,0.8554242161526884
219.0,0.848612960866818,0.848612960866818,0.854747817461472
220.0,0.8701044867809554,0.8701044867809554,0.856364308968786
221.0,0.8895790570959408,0.8895790570959408,0.8578106434753302
222.0,0.8920782112836242,0.8920782112836242,0.8591047322443434
223.0,0.8735965140780113,0.8735965140780113,0.8602626011429342
224.0,0.8621968214673208,0.8621968214673208,0.8616661709255738
225.0,0.8597301119252255,0.8597301119252255,0.8629219965205672
226.0,0.8643950896155564,0.8643950896155564,0.8631338528611785
227.0,0.8782410899499306,0.8782410899499306,0.8632666146247973
228.0,0.8797156255048023,0.8797156255048023,0.8634421953754895
229.0,0.864934631756374,0.864934631756374,0.8649999737517464
230.0,0.8636097540532736,0.8636097540532736,0.8665489897257523
231.0,0.8803319025756717,0.8803319025756717,0.8679349513867051
232.0,0.8873129832117183,0.8873129832117183,0.8676191282677228
233.0,0.8809580780509719,0.8809580780509719,0.8672435710333566
234.0,0.8640513345412443,0.8640513345412443,0.86690754613945
235.0,0.8323974434594469,0.8323974434594469,0.866579865114738
236.0,0.8231192283463057,0.8231192283463057,0.8662866768294692
237.0,0.8457672826030798,0.8457672826030798,0.8660243504689656
238.0,0.8637945764046859,0.8637945764046859,0.8657148490299363
239.0,0.875090392012345,0.875090392012345,0.8654379266897523
240.0,0.876465652371409,0.876465652371409,0.8651901540695875
241.0,0.8630840867981875,0.8630840867981875,0.8649684627778612
242.0,0.8559939295128174,0.8559939295128174,0.8643624843368108
243.0,0.8584603417786142,0.8584603417786142,0.8638202931000816
244.0,0.8592116675878826,0.8592116675878826,0.8633351746251132
245.0,0.8573024105607419,0.8573024105607419,0.8629011212527732
246.0,0.8629715484485289,0.8629715484485289,0.8625127577091005
247.0,0.8806480133443845,0.8806480133443845,0.862165274538446
248.0,0.8774764424278623,0.8774764424278623,0.8616533941197404
249.0,0.8405639714465711,0.8405639714465711,0.8594334548909858
250.0,0.8149494600475283,0.8149494600475283,0.85637480027744
251.0,0.8080142418244728,0.8080142418244728,0.8536381093074252
252.0,0.8109002685487116,0.8109002685487116,0.8511894910710963
253.0,0.8303762360623005,0.8303762360623005,0.848998622122802
254.0,0.8399015192997487,0.8399015192997487,0.8471103087407267
255.0,0.8322516488550898,0.8322516488550898,0.8455462392790807
256.0,0.8310596449930863,0.8310596449930863,0.8441468087081343
257.0,0.8412586002421559,0.8412586002421559,0.8428946866183401
258.0,0.8431208341342764,0.8431208341342764,0.8417743668537875
259.0,0.8299534858617571,0.8299534858617571,0.8412191266529803
260.0,0.8253424784593416,0.8253424784593416,0.8412232817676304
261.0,0.8364995849461184,0.8364995849461184,0.8414230241220142
262.0,0.8526958357122599,0.8526958357122599,0.8426096358683558
263.0,0.8783861264250333,0.8783861264250333,0.8436713411150825
264.0,0.8876161448340073,0.8876161448340073,0.8446212879147853
265.0,0.8651359327753692,0.8651359327753692,0.8454712403145195
266.0,0.8252503874905425,0.8252503874905425,0.843342729490943
267.0,0.7510737379392002,0.7510737379392002,0.8414382724382693
268.0,0.7244690513252289,0.7244690513252289,0.8397342845490349
269.0,0.7937290779032502,0.7937290779032502,0.8382096638060357
270.0,0.843838876799533,0.843838876799533,0.8388022125421932
271.0,0.8544697447826989,0.8544697447826989,0.8404514264622465
272.0,0.8610361245341768,0.8610361245341768,0.8424069578264246
273.0,0.8590289744219386,0.8590289744219386,0.8443679227430301
274.0,0.8624838182800696,0.8624838182800696,0.8461224702999929
275.0,0.8777296332488381,0.8777296332488381,0.8476923286404333
276.0,0.8788660843868313,0.8788660843868313,0.8488856597753286
277.0,0.8488253928664931,0.8488253928664931,0.848879315890188
278.0,0.8208735117637428,0.8208735117637428,0.8488736397824306
279.0,0.79764713619586,0.79764713619586,0.8488685611597002
280.0,0.7972325785715777,0.7972325785715777,0.8488640171288363
281.0,0.8496653991833057,0.8496653991833057,0.8487843222667298
282.0,0.8821119740792092,0.8821119740792092,0.8487130163374766
283.0,0.867133559140944,0.867133559140944,0.8486492162955133
284.0,0.848106915938825,0.848106915938825,0.8485921320474408
285.0,0.8192388902331948,0.8192388902331948,0.8455023171196254
286.0,0.7995518616267613,0.7995518616267613,0.8414261386233165
287.0,0.8027367907060416,0.8027367907060416,0.8377790315476716
288.0,0.8054104666960867,0.8054104666960867,0.8345158304799895
289.0,0.8067786214046908,0.8067786214046908,0.831596124261537
290.0,0.8097631943255735,0.8097631943255735,0.8289837555397637
291.0,0.8169798440204229,0.8169798440204229,0.8266463729992296
292.0,0.8157839730269931,0.8157839730269931,0.8248691962967395
293.0,0.7919989261113322,0.7919989261113322,0.8239128570051872
294.0,0.7845016599896557,0.7845016599896557,0.8231830661646857
295.0,0.8218726202061294,0.8218726202061294,0.8230451244848377
296.0,0.8493349455054243,0.8493349455054243,0.8257547242334375
297.0,0.8487863220965355,0.8487863220965355,0.8282368527883835
298.0,0.8547740869952317,0.8547740869952317,0.8304577046533352
299.0,0.8797301944335902,0.8797301944335902,0.8324447826377657
300.0,0.8822110709092378,0.8822110709092378,0.8341649446860573
301.0,0.8177157591160098,0.8177157591160098,0.8354464188042738
302.0,0.778523081227353,0.778523081227353,0.8365930009100465
303.0,0.8167874459037202,0.8167874459037202,0.8371502755048286
304.0,0.8463389488091145,0.8463389488091145,0.8351045369375845
305.0,0.8484812407266527,0.8484812407266527,0.8331764220919146
306.0,0.8418871095604771,0.8418871095604771,0.8326118279008313
307.0,0.807039014378886,0.807039014378886,0.8335881733386887
308.0,0.7891771145034254,0.7891771145034254,0.8344617455725611
309.0,0.8278127772766238,0.8278127772766238,0.8352433628344471
310.0,0.8614079441343028,0.8614079441343028,0.8366567616508229
311.0,0.8777534138588677,0.8777534138588677,0.8379213816444223
312.0,0.8829135219554862,0.8829135219554862,0.8390528837439586
313.0,0.8486706515900171,0.8486706515900171,0.8400652803593331
314.0,0.8217463081044362,0.8217463081044362,0.8409711089099314
315.0,0.8213728993458855,0.8213728993458855,0.8417815870867825
316.0,0.828522512787267,0.828522512787267,0.8425067517713335
317.0,0.8637938996902977,0.8637938996902977,0.8446552808520187
318.0,0.8891771776335584,0.8891771776335584,0.8465776489768423
319.0,0.8764550600733075,0.8764550600733075,0.8482976625622108
320.0,0.8629177780378435,0.8629177780378435,0.8498366220859617
321.0,0.8461402172134043,0.8461402172134043,0.8512135858703702
322.0,0.8371613930938835,0.8371613930938835,0.8521571438024697
323.0,0.860177386225315,0.860177386225315,0.8518259360910111
324.0,0.8740222794669026,0.8740222794669026,0.8515128628247457
325.0,0.8490106705436135,0.8490106705436135,0.8512494741635739
326.0,0.8318167676901753,0.8318167676901753,0.8510138106246307
327.0,0.84885174006149,0.84885174006149,0.8507862242495632
328.0,0.8538097322435313,0.8538097322435313,0.848789439348575
329.0,0.8040858419019193,0.8040858419019193,0.8470028423319013
330.0,0.7733256450870584,0.7733256450870584,0.8471974631455421
331.0,0.8314238979404125,0.8314238979404125,0.8478934914716463
332.0,0.8807229937467358,0.8807229937467358,0.8468126168285394
333.0,0.8873202980012822,0.8873202980012822,0.8458455184636542
334.0,0.8849720811485358,0.8849720811485358,0.8449802199266516
335.0,0.8376251823621306,0.8376251823621306,0.8442060054461756
336.0,0.8006874451362399,0.8006874451362399,0.8435132872268024
337.0,0.8180725198043016,0.8180725198043016,0.8428934867147316
338.0,0.8371086671836382,0.8371086671836382,0.8423389283618262
339.0,0.865092563449888,0.865092563449888,0.844468995384999
340.0,0.8875231980381157,0.8875231980381157,0.8463748448267852
341.0,0.8786704585068207,0.8786704585068207,0.848080078537857
342.0,0.8625745650819676,0.8625745650819676,0.849605813963553
343.0,0.8040188040052161,0.8040188040052161,0.848771432717615
344.0,0.760032141417788,0.760032141417788,0.8462973177584052
345.0,0.8050210446044609,0.8050210446044609,0.8419780973552418
346.0,0.8416791921271424,0.8416791921271424,0.8380878812762121
347.0,0.8252673406051215,0.8252673406051215,0.8346071616265541
348.0,0.805264723928352,0.805264723928352,0.8314928335189653
349.0,0.7613697083372837,0.7613697083372837,0.8287319798778481
350.0,0.7306069329866488,0.7306069329866488,0.82626174240948
351.0,0.7912445497094525,0.7912445497094525,0.8240515299377823
352.0,0.842780610672514,0.842780610672514,0.8237407363083624
353.0,0.8279511608874291,0.8279511608874291,0.8241839388956326
354.0,0.8210989904582933,0.8210989904582933,0.826141483293199
355.0,0.8752903490138236,0.8752903490138236,0.8278929703857585
356.0,0.9169566913654936,0.9169566913654936,0.8278990957017238
357.0,0.857853585167937,0.857853585167937,0.8282794942907213
358.0,0.8063432417417827,0.8063432417417827,0.8294222528494555
359.0,0.8191906018065926,0.8191906018065926,0.830444721033586
360.0,0.8315128822972001,0.8315128822972001,0.831359560987808
361.0,0.8391357005986952,0.8391357005986952,0.8321781019994804
362.0,0.8463997358367555,0.8463997358367555,0.8336751160876146
363.0,0.850264773631753,0.850264773631753,0.8354213958291029
364.0,0.8539222259270517,0.8539222259270517,0.8369838566504345
365.0,0.8554922906975997,0.8554922906975997,0.838381847911626
366.0,0.8549137901244019,0.8549137901244019,0.8396326821979552
367.0,0.8313330017534416,0.8313330017534416,0.8387590316248484
368.0,0.8098436952533578,0.8098436952533578,0.8379773442699635
369.0,0.8122757126514177,0.8122757126514177,0.8372779397945401
370.0,0.8157608970663599,0.8157608970663599,0.8366521568428456
371.0,0.8321649302217291,0.8321649302217291,0.8361798171985175
372.0,0.8487732483629595,0.8487732483629595,0.8375054415316167
373.0,0.8680810466744843,0.8680810466744843,0.8386915264612317
374.0,0.8839108967840834,0.8839108967840834,0.8397527603456241
375.0,0.8499793341584075,0.8499793341584075,0.8407022854000804
376.0,0.8188471731386684,0.8188471731386684,0.8416788168483254
377.0,0.8313390204780975,0.8313390204780975,0.8425525555125445
378.0,0.8438161394948648,0.8438161394948648,0.8426855643527887
379.0,0.8560415380879449,0.8560415380879449,0.842195892507663
380.0,0.8662354221618876,0.8662354221618876,0.8417577650672874
381.0,0.8380336818240941,0.8380336818240941,0.8417744877225202
382.0,0.8118067087983721,0.8118067087983721,0.8413807186805806
383.0,0.8272692679163807,0.8272692679163807,0.8409302399187358
384.0,0.8419166302919986,0.8419166302919986,0.8399979798247252
385.0,0.8371011704430547,0.8371011704430547,0.8386581154133206
386.0,0.8320737690256352,0.8320737690256352,0.8379358899089808
387.0,0.8212331131586158,0.8212331131586158,0.8373188245528391
388.0,0.8113362184144493,0.8113362184144493,0.8367667134447123
389.0,0.8317969731220923,0.8317969731220923,0.8362435828844366
390.0,0.8514681343446701,0.8514681343446701,0.835507562051772
391.0,0.8405030683467267,0.8405030683467267,0.83484901709623
392.0,0.8292513849741238,0.8292513849741238,0.8342597926623241
393.0,0.8040271045868864,0.8040271045868864,0.8337325918530398
394.0,0.7796450544120659,0.7796450544120659,0.8332608858657855
395.0,0.8102887114486595,0.8102887114486595,0.8328388331403475
396.0,0.8409510201081287,0.8409510201081287,0.8336927475580087
397.0,0.873450513621022,0.873450513621022,0.8378777755646417
398.0,0.9057276464046393,0.9057276464046393,0.8420841979683656
399.0,0.893977354791828,0.893977354791828,0.8463097627273816
400.0,0.8822270631790161,0.8822270631790161,0.8507089675966489
