index,training_iteration,mean_loss,mean_reward_target_window,epsilon,episode_mean_reward,makespan,cost,deadline_success_rate,budget_success_rate,both_success_rate,loss_outlier_removed,loss_smoothed,estimated_episode_1_200
32,3200,0.180875839293003,tensor(0.2656),0.2098775528147088,0.8415708541870117,57753.239529272665,7.426400000000002,6.673565902738107,0.376783358701167,0.0,,0.11120842533958541,3.6521926053310403
33,3300,0.1907827468961477,tensor(0.5569),0.2001294095345465,0.916162610054016,69513.39421806592,136.8972,0.4112830672542834,0.0805751618599176,1.0,,0.11166957271408609,3.7377472055030094
34,3400,0.1827117242664099,tensor(0.6934),0.1908566888122073,0.8533904552459717,87826.46000594758,18.27049999999999,10.43932514358039,0.1619581597376118,0.0,,0.1121253760089234,3.8233018056749786
35,3500,0.1795475834608078,tensor(0.6855),0.1820362040159407,0.899697482585907,85816.45123527899,60.661,0.5138514883554354,0.0628741708126036,1.0,,0.11257596717668163,3.9088564058469477
36,3600,0.170460992231965,tensor(0.7427),0.1736458993393706,0.8741195201873779,100524.99586211157,255.91860000000025,0.5934969257248327,0.0675321803471625,1.0,,0.11302147491185655,3.9944110060189164
37,3700,0.1781959391385316,tensor(0.7973),0.1656647946504913,0.8561239242553711,108356.92047270344,34.50339999999999,12.520978142287865,0.8752765093860981,0.0,,0.11346202473130206,4.0799656061908856
38,3800,0.1568410137295723,tensor(0.7831),0.1580729330304087,0.8509178757667542,155131.34806421978,21.622,3.108388047691988,0.1502780094523213,0.0,,0.1138977390526905,4.165520206362855
39,3900,0.1644286941736936,tensor(0.6976),0.1508513308706484,0.8703028559684753,155338.39421806595,67.5602,0.938407727922896,0.4832286674772905,1.0,,0.11432873727103564,4.251074806534824
40,4000,0.1533913303166628,tensor(0.6960),0.1439819304042466,0.8498697280883789,164336.7564745686,264.9207000000001,0.9860140705951084,0.0469962533661163,1.0,,0.1147551358333262,4.336629406706793
41,4100,0.1458735962212085,tensor(0.6878),0.1374475545519262,0.8462671041488647,22779.43841909695,48.10779999999998,0.4170031347234686,0.1119619251536026,1.0,,0.1151770483113166,4.422184006878762
42,4200,0.168484633937478,tensor(0.6762),0.131231863970452,0.8771781325340271,25229.40103591938,16.1017,3.713570092307058,0.5105168040583387,0.0,,0.11559458547252044,4.507738607050731
43,4300,0.1850776885822415,tensor(0.4285),0.125319316195762,0.894553542137146,26317.50923694779,7.4923,0.4403654046340093,0.0754207771290517,1.0,,0.11600785534945095,4.5932932072227
44,4400,0.2325211988389492,tensor(0.7983),0.1196951267787105,0.8331247568130493,30564.61044176707,12.487100000000003,0.6288804867361842,0.8641591695501732,1.0,,0.11641696330715191,4.6788478073946695
45,4500,0.1777240259945392,tensor(0.8238),0.1143452323162456,0.8999102711677551,36362.10516513645,67.5606,0.2373164920070314,0.0689590903523455,1.0,,0.11682201210906111,4.764402407566638
46,4600,0.1947359139099717,tensor(0.7199),0.1092562552855756,0.8239488005638123,42666.68033514026,31.874700000000004,0.7546256978467929,0.1601663233003367,1.0,,0.1172170597059849,4.849957007738607
47,4700,0.1748027400672435,tensor(0.7367),0.1044154705933941,0.8527640104293823,44538.836329935126,68.61239999999998,0.2712389900214763,0.2574767337135994,1.0,,0.11760235304125624,4.935511607910576
48,4800,0.1711327449604869,tensor(0.8388),0.0998107737565183,0.8864505290985107,60646.45400061784,233.11280000000025,0.3631046502482149,0.4586487230944797,1.0,,0.11797813296084188,5.021066208082545
49,4900,0.1787025755643844,tensor(0.8707),0.0954306506343767,0.8357853293418884,84093.19403393588,79.78569999999999,0.5139480912827098,0.3439187033923875,1.0,,0.11834463436389453,5.106620808254514
50,5000,0.1619791381806135,tensor(0.8587),0.0912641486376598,0.8537322878837585,92631.88001524429,257.2986000000002,0.5468961778279474,0.0731192506727974,1.0,,0.11870208634958786,5.1921754084264835
51,5100,0.1616573784127831,tensor(0.7262),0.0873008493411415,0.9164087772369384,17189.75341365462,13.9325,0.3444334412130366,0.3228104726598703,1.0,,0.1190507123603258,5.277730008598453
52,5200,0.1691244382038712,tensor(0.6943),0.0835308424321905,0.8446781635284424,19641.0698908627,57.96589999999996,1.682207673743376,0.3893464535196129,0.0,,0.1193907303214159,5.363284608770421
53,5300,0.1539544757455587,tensor(0.7257),0.0799447009298253,0.7919650673866272,15588.725627452568,14.7215,0.2757105278113244,0.1602776265650517,1.0,,0.11972235277729389,5.44883920894239
54,5400,0.1990474151074886,tensor(0.7763),0.0765334576123522,0.8224166035652161,15739.85492451474,21.75370000000001,0.2691918069934203,0.0985445073612684,1.0,,0.12004578702438477,5.534393809114359
55,5500,0.1615003261715173,tensor(0.7878),0.0732885825946405,0.7988371253013611,19384.3061717158,18.007599999999996,2.27690909207168,0.3015338245144005,0.0,,0.12036123524068329,5.619948409286328
56,5600,0.1442231062054634,tensor(0.8903),0.0702019619989657,0.8930914998054504,24873.20176425228,11.8953,2.7402477874551234,0.4482027128862095,0.0,,0.12066889461213492,5.7055030094582975
57,5700,0.1357579855620861,tensor(0.8238),0.06726587766609,0.9124534726142884,27210.99099450182,39.69499999999999,0.472442975891733,0.1187477563719037,1.0,0.1357579855620861,0.12096895745589639,5.791057609630267
58,5800,0.1199495571106672,tensor(0.8334),0.0644729878558431,0.8730714321136475,35338.5707165109,68.08709999999999,0.2104056075452269,0.1168095180908919,1.0,0.1199495571106672,0.1212574104286332,5.876612209802236
59,5900,0.1204062752053141,tensor(0.8160),0.061816308888948,0.8680844306945801,51248.05498918751,235.6101000000002,0.3116015577458059,0.0457300875938193,1.0,0.1204062752053141,0.1212363947441068,5.962166809974205
60,6000,0.1083030267432332,tensor(0.8611),0.0592891976841853,0.9042474031448364,129183.4079764906,245.33540000000036,0.7821060217698632,0.0455054587542244,1.0,0.1083030267432332,0.12121339301578676,6.047721410146174
61,6100,0.1184210016950964,tensor(0.7823),0.0568853351472295,0.8317441344261169,11199.265784328234,3.351700000000001,1.6472996905709787,0.3543023255813953,0.0,0.1184210016950964,0.121182187190969,6.133276010318142
62,6200,0.1197464018687605,tensor(0.8551),0.0545987103696222,0.890220582485199,10216.3085164949,11.5012,0.1753863071738473,0.0969338390223346,1.0,0.1197464018687605,0.12114673570153175,6.218830610490111
63,6300,0.1203048247471451,tensor(0.7711),0.0524236055983697,0.8722103834152222,13544.956558946064,19.453600000000005,0.2515294984778389,0.2488309030442569,1.0,0.1203048247471451,0.12110943496941141,6.304385210662081
64,6400,0.0899790248274803,tensor(0.8231),0.0503545819385825,0.8552191853523254,12922.329317269076,53.957099999999976,0.2192811338739665,0.2354560132658403,1.0,0.0899790248274803,0.1210705689116111,6.38993981083405
65,6500,0.0915301537886262,tensor(0.7371),0.0483864657534047,0.8690273761749268,11967.301778724068,11.829900000000004,1.3041817088658654,0.198089417280643,0.0,0.0915301537886262,0.12100514749885764,6.475494411006019
66,6600,0.0900072629749774,tensor(0.7514),0.0465143357272275,0.8983529210090637,24811.10040160642,9.2011,3.7443765763649046,0.2244170731707317,0.0,0.0900072629749774,0.12094134142962898,6.561049011177988
67,6700,0.1326513028517365,tensor(0.7353),0.0447335105598365,0.8954916000366211,34116.569230769215,61.18679999999995,2.7633926429639977,0.4109806555615257,0.0,0.1326513028517365,0.12087853569570596,6.646603611349957
68,6800,0.1468948765471577,tensor(0.7488),0.0430395372607228,0.8480400443077087,42443.18734723221,115.27509999999997,0.268471646660361,0.09752464023147,1.0,,0.12060429150385986,6.732158211521926
69,6900,0.1066208092495799,tensor(0.7496),0.0414281800142872,0.8621990084648132,53868.44423676012,124.3442,0.3302024041461926,0.2310328682112929,1.0,0.1066208092495799,0.12033681877354083,6.817712811693895
70,7000,0.0986590329185128,tensor(0.8863),0.0398954095880953,0.8649192452430725,70469.85449317037,281.81300000000016,0.4229356457294206,0.0676987568314215,1.0,0.0986590329185128,0.12003968810612584,6.903267411865864
71,7100,0.1195353596284985,tensor(0.8654),0.038437393257697,0.8641757965087891,4751.2307692307695,34.043800000000005,0.5416316524185021,0.3206536686446266,1.0,0.1195353596284985,0.1197498939984001,6.988822012037833
72,7200,0.106732715293765,tensor(0.8113),0.0370504852228196,0.8670434355735779,12893.368674698791,13.7356,0.2125244701866643,0.1028883895131086,1.0,0.106732715293765,0.11946725530074166,7.074376612209802
73,7300,0.0872768844291567,tensor(0.7784),0.0357312174909678,0.8109874129295349,12949.270042838603,8.2809,0.2131923634115368,0.1628495575221239,1.0,0.0872768844291567,0.11915282221414965,7.159931212381771
74,7400,0.109771645925939,tensor(0.8244),0.0344762912056359,0.8940884470939636,15383.283683114929,28.392000000000003,1.840077090082921,0.332420091324201,0.0,0.109771645925939,0.11884338979527138,7.24548581255374
75,7500,0.0947779392451047,tensor(0.8194),0.033282568397449,0.840496301651001,14008.147663551405,25.434399999999997,0.2496715638627284,0.0848973597249574,1.0,0.0947779392451047,0.11848163352842657,7.331040412725709
76,7600,0.0963788207247853,tensor(0.5766),0.0321470641376039,0.9060141444206238,18438.293457943928,9.464000000000002,0.3117800782827093,0.6373063973063975,1.0,0.0963788207247853,0.11810347253444836,7.4165950128976785
77,7700,0.1031661132723093,tensor(0.7734),0.0310669390739933,0.872050940990448,26005.10469430883,20.3081,0.5015590543978448,0.0891292517006802,1.0,0.1031661132723093,0.11775998582959918,7.502149613069648
78,7800,0.1196439070999622,tensor(0.8153),0.0300394923313463,0.8626714944839478,29863.14859437751,126.31509999999996,0.178631482533301,0.129800236345887,1.0,0.1196439070999622,0.11748494443256167,7.587704213241617
79,7900,0.1183977092057466,tensor(0.8631),0.029062154757633,0.895241379737854,41889.90083872514,246.7849000000003,0.2477063211900879,0.0528347763162402,1.0,0.1183977092057466,0.11721945729333212,7.673258813413585
80,8000,0.1041922609880566,tensor(0.6987),0.0281324824998468,0.8173584938049316,53542.58176102695,245.9957000000004,0.3167946106156989,0.1072722713774263,1.0,0.1041922609880566,0.11696052539210824,7.758813413585554
81,8100,0.1168475141003727,tensor(0.7897),0.0272481508930985,0.8181600570678711,10254.77570093458,11.0413,1.5895205140106516,0.8755987311657416,0.0,0.1168475141003727,0.1167079868711615,7.844368013757523
82,8200,0.098688896074891,tensor(0.8418),0.0264069486477436,0.8722304105758667,12308.445632468662,38.51269999999999,0.8714406522448032,0.9393341463414632,1.0,0.098688896074891,0.11646168386925047,7.9299226139294925
83,8300,0.1281162808090448,tensor(0.8383),0.0256067723200059,0.8390823006629944,16111.39864071671,48.17359999999999,0.2783725009246608,0.1670258650579016,1.0,0.1281162808090448,0.11622146242294219,8.015477214101463
84,8400,0.1268552661687135,tensor(0.8936),0.0248456210522729,0.8539016246795654,18496.735154565064,12.0928,0.3208032380581607,0.129890440386681,1.0,0.1268552661687135,0.1159244451035623,8.10103181427343
85,8500,0.0991954593732953,tensor(0.9215),0.0241215915699092,0.8092104196548462,22427.72767792955,28.7201,0.3567282159878078,0.2116908675462519,1.0,0.0991954593732953,0.115615407650247,8.1865864144454
86,8600,0.0901436787843704,tensor(0.8366),0.0234328734220789,0.899931788444519,25323.985046728976,63.88119999999999,0.157041229900267,0.1196254751783674,1.0,0.0901436787843704,0.11531400075133455,8.272141014617368
87,8700,0.0828940603137016,tensor(0.7982),0.022777744454675,0.9331498742103576,24316.015450443043,38.64419999999999,0.4505691767675562,0.1571030165054069,1.0,0.0828940603137016,0.11501405291234627,8.357695614789339
88,8800,0.0851091448590159,tensor(0.7429),0.0221545665040377,0.8672928214073181,30996.610194624653,68.74429999999998,0.1975591522984005,0.0505695895247903,1.0,0.0851091448590159,0.11472151119283919,8.443250214961306
89,8900,0.1133969586342573,tensor(0.7911),0.0215617813006914,0.8353912830352783,62200.43861600246,247.90110000000035,0.3724087233314423,0.0513420746331098,1.0,0.1133969586342573,0.11443920772084172,8.528804815133276
90,9000,0.1506590623781085,tensor(0.8011),0.0209979065728598,0.8454184532165527,62011.02941781048,242.57710000000029,0.3770432530188222,0.1046271926986962,1.0,,0.11416387470494296,8.614359415305245
91,9100,0.1178727684915065,tensor(0.7908),0.0204615323400141,0.8538365364074707,7382.723604699171,43.17889999999999,0.632311496774874,0.3544774649043591,1.0,0.1178727684915065,0.11381044563994687,8.699914015477214
92,9200,0.1103591887652874,tensor(0.8417),0.0199513173871872,0.8594430088996887,10215.824184155746,17.6135,1.5305706154383754,0.2939502670226969,0.0,0.1103591887652874,0.11346574321853092,8.785468615649183
93,9300,0.1240843177586794,tensor(0.7766),0.019465985911238,0.8113345503807068,7229.690111764994,0.0,1.1108671606777647,0.0,0.0,0.1240843177586794,0.11311339053099424,8.871023215821152
94,9400,0.1034084282442927,tensor(0.8217),0.0190043243306788,0.8513641357421875,8991.131938294378,19.4534,1.054806913487907,0.1741731578476139,0.0,0.1034084282442927,0.11276071740910357,8.956577815993121
95,9500,0.0841307341307401,tensor(0.8591),0.0185651782510894,0.834966242313385,16984.615105568933,33.7144,0.2863073722248573,0.2461264418163235,1.0,0.0841307341307401,0.11241675226553118,9.04213241616509
96,9600,0.0867364594340324,tensor(0.8778),0.0181474495785298,0.8285170197486877,20507.6358974359,14.6557,0.3238522983915097,0.1309831084100456,1.0,0.0867364594340324,0.11201454813366846,9.12768701633706
97,9700,0.0961274849250912,tensor(0.8976),0.0177500937737335,0.877466082572937,23258.6358974359,18.7305,0.4106735458361493,0.054867010369676,1.0,0.0961274849250912,0.11156261099915096,9.213241616509029
98,9800,0.0893789105862379,tensor(0.8762),0.017372117240215,0.8755233287811279,29983.182473098725,59.08259999999995,0.5087895601812905,0.1085558372836511,1.0,0.0893789105862379,0.11103374847532922,9.298796216680998
99,9900,0.0998499975726008,tensor(0.9252),0.0170125748397615,0.7911046147346497,42312.78974358974,71.57050000000001,0.2519300597738622,0.0818566004071642,1.0,0.0998499975726008,0.11049906112004301,9.384350816852967
100,10000,0.0844227877259254,tensor(0.8504),0.0166705675290946,0.911162257194519,51361.97519064768,141.3009,0.3077870988031561,0.1424404233870967,1.0,0.0844227877259254,0.10997757592167745,9.469905417024936
101,10100,0.1032882205769419,tensor(0.8458),0.0163452401117938,0.9035922288894652,2370.265435760747,34.175000000000004,0.2635766161176006,0.3029430015069586,1.0,0.1032882205769419,0.10946896690104932,9.555460017196905
102,10200,0.0871242552995681,tensor(0.8221),0.0160357790998604,0.8259671926498413,1920.5642234348084,8.4124,0.2898426742559206,0.2223150105708245,1.0,0.0871242552995681,0.1089729161278441,9.641014617368873
103,10300,0.0722508202865719,tensor(0.7738),0.0157414106795737,0.8579610586166382,3991.2595058709903,3.1545000000000005,0.4436034020947245,0.0396144669094562,1.0,0.0722508202865719,0.10848911352187851,9.726569217540842
104,10400,0.1021804154291749,tensor(0.8160),0.0154613987765531,0.8386837244033813,2443.44849866792,2.6289,0.3562267738700178,0.1389482029598308,1.0,0.1021804154291749,0.1080172566592701,9.812123817712811
105,10500,0.0988301290944218,tensor(0.8856),0.0151950432151895,0.8655859231948853,4242.336272089528,20.767800000000005,0.4976954692524987,0.1859414450711792,1.0,0.0988301290944218,0.10750138008248734,9.89767841788478
106,10600,0.0937110941857099,tensor(0.8633),0.0149416779678411,0.8516501188278198,3954.406394160735,17.350200000000005,0.3204587416650581,0.091125,1.0,0.0937110941857099,0.10699006242344929,9.98323301805675
107,10700,0.0831780622527003,tensor(0.8730),0.0147006694894173,0.8740202784538269,5989.168997858618,26.8144,0.4287907424091087,0.1032713267860581,1.0,0.0831780622527003,0.10649136989179488,10.068787618228718
108,10800,0.0743008497357368,tensor(0.9344),0.0144714151331865,0.8592268228530884,17984.238259520655,66.77309999999999,0.108003083785421,0.0481469650865985,1.0,0.0743008497357368,0.10601316953149298,10.154342218400688
109,10900,0.0731131670624017,tensor(0.9063),0.0142533416438448,0.8148667216300964,24562.346182429214,60.2006,0.1603056205080564,0.4915939898742447,1.0,0.0731131670624017,0.10554677658749484,10.239896818572657
110,11000,0.0597295094281435,tensor(0.8677),0.0140459037240794,0.8612968921661377,26963.134507259805,67.29889999999999,0.1642039616254388,0.0505095316721705,1.0,0.0597295094281435,0.10509189951865715,10.325451418744626
111,11100,0.0645293645001948,tensor(0.9095),0.0138485826710413,0.9003438949584961,2601.9049000160426,12.3557,0.4038030418275848,0.5595878623188406,1.0,0.0645293645001948,0.10464007520687416,10.411006018916595
112,11200,0.0529193050973117,tensor(0.9088),0.0136608850793181,0.863287627696991,3885.512739858518,49.42249999999999,0.2781808115549378,0.2583237507840267,1.0,0.0529193050973117,0.10414088292339393,10.496560619088564
113,11300,0.066244644112885,tensor(0.8444),0.013482341607163,0.8583418130874634,3901.227247451344,13.275600000000004,0.4335968825801505,0.1429020452099031,1.0,0.066244644112885,0.10362328241300643,10.582115219260533
114,11400,0.1512806268036365,tensor(0.8026),0.0133125058028965,0.8861033916473389,14298.031664629229,32.53180000000001,0.2371270256152216,0.1891383720930233,1.0,,0.10311846216213467,10.667669819432502
115,11500,0.1381117520481348,tensor(0.8211),0.0131509529885445,0.8564671277999878,22239.948750228505,3.746,0.3676212347081611,0.2375396322130628,1.0,0.1381117520481348,0.10262610660881531,10.753224419604472
116,11600,0.0907027886249125,tensor(0.8891),0.012997279197922,0.8899954557418823,25106.72337317084,66.37819999999998,0.1534434826057018,0.2861252640200007,1.0,0.0907027886249125,0.1021459079827384,10.83877901977644
117,11700,0.0867930148914456,tensor(0.9389),0.0128511001665073,0.8772537112236023,25689.34083969621,7.623700000000001,3.9472570299848977,0.4834305643627141,0.0,0.0867930148914456,0.10167314563602178,10.92433361994841
118,11800,0.0785753811150789,tensor(0.8679),0.0127120503705806,0.8137868642807007,36714.36949724517,50.21119999999999,0.2396155375429151,0.0512505613848854,1.0,0.0785753811150789,0.10121205643366854,11.009888220120379
119,11900,0.1123099351301789,tensor(0.9263),0.0125797821132244,0.8591967821121216,47154.38491163237,284.77030000000013,0.2819948410305924,0.0544550106511953,1.0,0.1123099351301789,0.10076235214989192,11.095442820292348
120,12000,0.0942233313806355,tensor(0.9192),0.0124539646548996,0.8818451762199402,123346.69286549505,124.60639999999997,0.7560896755929428,0.071236222273039,1.0,0.0942233313806355,0.10032375167559127,11.180997420464315
121,12100,0.0794458189606666,tensor(0.8978),0.0123342833864253,0.8550148010253906,3798.489719626168,31.283500000000007,0.4543577336268896,0.3662744409319752,1.0,0.0794458189606666,0.0999419122154689,11.266552020636285
122,12200,0.1255438125878572,tensor(0.9127),0.0122204390422909,0.8599600195884705,1705.54953271028,5.2576,0.2504650882968839,0.1111543340380549,1.0,0.1255438125878572,0.09959307398447642,11.352106620808254
123,12300,0.0728942386806011,tensor(0.9134),0.0121121469523373,0.856131911277771,5916.876310027044,62.82969999999995,0.4403469793907831,0.2309915441176468,1.0,0.0728942386806011,0.0992770231426732,11.437661220980223
124,12400,0.0606232719123363,tensor(0.8110),0.0120091363299327,0.8915736675262451,8580.433022384294,42.85049999999997,0.6383965762231071,0.2625643382352939,1.0,0.0606232719123363,0.09896877602535895,11.523215821152192
125,12500,0.0775574073381722,tensor(0.8805),0.0119111495948654,0.8175632357597351,11989.296290362969,7.229400000000001,0.2226409268935936,0.0486664422753281,1.0,0.0775574073381722,0.09876467757102694,11.608770421324161
126,12600,0.101544562857598,tensor(0.9342),0.0118179417292586,0.8036579489707947,18017.074295041133,45.47909999999999,0.1175880452606126,0.0371364063201731,1.0,0.101544562857598,0.09856561858470314,11.69432502149613
127,12700,0.1028507429920136,tensor(0.8827),0.0117292796648985,0.8427077531814575,29774.27048842808,57.9664,0.1846387149675689,0.0510820694942587,1.0,0.1028507429920136,0.09837147463507868,11.7798796216681
128,12800,0.0829990329407155,tensor(0.7646),0.0116449417004421,0.8273695707321167,36396.47703770209,120.40069999999992,0.2213763646160228,0.1682043867001955,1.0,0.0829990329407155,0.09818212436322274,11.865434221840069
129,12900,0.0821099163033068,tensor(0.8329),0.0115647169470488,0.8478187322616577,34389.490399560746,254.6701000000003,0.2063355888359017,0.3011851317470083,1.0,0.0821099163033068,0.09790091178367269,11.950988822012038
130,13000,0.0848592535406351,tensor(0.8694),0.0114884048010477,0.8214178681373596,41325.23993227102,255.9843000000004,0.2443673284243589,0.0665481984089846,1.0,0.0848592535406351,0.09760246862507024,12.036543422184007
131,13100,0.0929662434384226,tensor(0.9108),0.0114158144423247,0.8437881469726562,2439.543211319219,13.6701,0.3588323426312659,0.4816807610993657,1.0,0.0929662434384226,0.09743414409346499,12.122098022355976
132,13200,0.097021319065243,tensor(0.7148),0.0113467643571724,0.8952978253364563,2252.193937300065,13.6701,0.3321423159327669,0.2709096313912009,1.0,0.097021319065243,0.09714722606301582,12.207652622527945
133,13300,0.0858139638602733,tensor(0.7880),0.0112810818844111,0.8502244353294373,6101.710040160642,13.407200000000003,0.9457830733924476,0.4250856055802157,1.0,0.0858139638602733,0.09684381933406815,12.293207222699914
134,13400,0.0952893552184104,tensor(0.8342),0.0112186027836467,0.7014983892440796,10033.610354370216,13.3413,0.1965877428713155,0.2226518691588784,1.0,0.0952893552184104,0.09657147722360408,12.378761822871883
135,13500,0.1192311790958046,tensor(0.8304),0.0111591708245832,0.8403664827346802,10947.813669631802,21.556600000000007,0.1879315227816227,0.0804170708050436,1.0,0.1192311790958046,0.09630585960969469,12.464316423043853
136,13600,0.0831583078205585,tensor(0.8293),0.0111026373963663,0.8616816401481628,8683.375191362366,69.20479999999995,0.7033408007000191,0.3195788501500806,1.0,0.0831583078205585,0.09604680045538799,12.549871023215822
